"","person","tot","time","role","dialogue"
"2169","ROMNEY","53.4","time 3","candidate","The president said by now we'd be a five."
"2170","ROMNEY","53.5","time 3","candidate","four percent unemployment."
"2171","ROMNEY","53.6","time 3","candidate","We're nine million jobs short of that."
"2172","ROMNEY","53.7","time 3","candidate","I will get America working again and see rising take home pay again, and I'll do it with five simple steps."
"2173","ROMNEY","53.8","time 3","candidate","Number one, we are going to have North American energy independence."
"2174","ROMNEY","53.9","time 3","candidate","We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables."
"2175","ROMNEY","53.10","time 3","candidate","Number two, we're going to increase our trade."
"2176","ROMNEY","53.11","time 3","candidate","Trade grows about twelve percent year."
"2177","ROMNEY","53.12","time 3","candidate","It doubles about every every five or so years."
"2178","ROMNEY","53.13","time 3","candidate","We can do better than that, particularly in Latin America."
"2179","ROMNEY","53.14","time 3","candidate","The opportunities for us in Latin America we have just not taken advantage of fully."
"2180","ROMNEY","53.15","time 3","candidate","As a matter of fact, Latin America's economy is almost as big as the economy of China."
"2181","ROMNEY","53.16","time 3","candidate","We're all focused on China."
"2182","ROMNEY","53.17","time 3","candidate","Latin America is a huge opportunity for us time zone, language opportunities."
"2183","ROMNEY","53.18","time 3","candidate","Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind."
"2184","ROMNEY","53.19","time 3","candidate","And then we're going to have to get to a balanced budget."
"2185","ROMNEY","53.20","time 3","candidate","We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece."
"2186","ROMNEY","53.21","time 3","candidate","And that's where we're going right now unless we finally get off this spending and borrowing binge."
"2187","ROMNEY","53.22","time 3","candidate","And I'll get us on track to a balanced budget."
"2188","ROMNEY","53.23","time 3","candidate","And finally, number five, we've got to champion small business."
"2189","ROMNEY","53.24","time 3","candidate","Small business is where jobs come from."
"2190","ROMNEY","53.25","time 3","candidate","Two thirds of our jobs come from small businesses."
"2191","ROMNEY","53.26","time 3","candidate","New business formation is down to the lowest level in thirty years under this administration."
"2192","ROMNEY","53.27","time 3","candidate","I want to bring it back and get back good jobs and rising take home pay."
"2193","OBAMA","54.1","time 3","candidate","Well, let's talk about what we need to compete."
"2194","OBAMA","54.2","time 3","candidate","First of all, Governor Romney talks about small businesses."
"2195","OBAMA","54.3","time 3","candidate","But, Governor, when you were in Massachusetts, small businesses development ranked about forty eightth, I think out of fifty states in Massachusetts, because the policies that you are promoting actually don't help small businesses."
"2196","OBAMA","54.4","time 3","candidate","And the way you define small businesses includes folks at the very top."
"2197","OBAMA","54.5","time 3","candidate","And they include you and me."
"2198","OBAMA","54.6","time 3","candidate","That's not the kind of small business promotion we need."
"2199","OBAMA","54.7","time 3","candidate","But let's take an example that we know is going to make a difference in the twenty onest century and that's our education policy."
"2200","OBAMA","54.8","time 3","candidate","We didn't have a lot of chance to talk about this in the last debate."
"2201","OBAMA","54.9","time 3","candidate","You know, under my leadership, what we've done is reformed education, working with governors, forty six states."
"2202","OBAMA","54.10","time 3","candidate","We've seen progress and gains in schools that were having a terrible time."
"2203","OBAMA","54.11","time 3","candidate","And they're starting to finally make progress."
"2204","OBAMA","54.12","time 3","candidate","And what I now want to do is to hire more teachers, especially in math and science, because we know that we've fallen behind when it comes to math and science."
"2205","OBAMA","54.13","time 3","candidate","And those teachers can make a difference."
"2206","OBAMA","54.14","time 3","candidate","Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow."
"2207","OBAMA","54.15","time 3","candidate","When you were asked about reduced class sizes, you said class sizes don't make a difference."
"2208","OBAMA","54.16","time 3","candidate","But I tell you, if you talk to teachers, they will tell you it does make a difference."
"2209","OBAMA","54.17","time 3","candidate","And if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here."
"2210","OBAMA","54.18","time 3","candidate","Companies are going to locate here depending on whether we've got the most highly skilled workforce."
"2211","OBAMA","54.19","time 3","candidate","And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long term competitiveness."
"2212","OBAMA","54.20","time 3","candidate","That is not good for America's position in the world, and the world notices."
"2213","SCHIEFFER","55.1","time 3","moderator","Let me get back to foreign policy."
"2214","SCHIEFFER","55.2","time 3","moderator","Can I just get back|"
"2215","ROMNEY","56.1","time 3","candidate","Well well, I need to speak a moment|"
"2216","SCHIEFFER","57.1","time 3","moderator","OK."
"2217","ROMNEY","58.1","time 3","candidate","if you'll let me, Bob, just about education|"
"2218","SCHIEFFER","59.1","time 3","moderator","OK."
"2219","ROMNEY","60.1","time 3","candidate","because I'm I'm so proud of the state that I had the chance to be governor of."
"2220","ROMNEY","60.2","time 3","candidate","We have every two years tests that look at how well our kids are doing."
"2221","ROMNEY","60.3","time 3","candidate","Fourth graders and eighth graders are tested in English and math."
"2222","ROMNEY","60.4","time 3","candidate","While I was governor, I was proud that our fourth graders came out number one of all fifty states in English, and then also in math."
"2223","ROMNEY","60.5","time 3","candidate","And our eighth graders number one in English and also in math."
"2224","ROMNEY","60.6","time 3","candidate","First time one state had been number one in all four measures."
"2225","ROMNEY","60.7","time 3","candidate","How did we do that?"
"2226","ROMNEY","60.8","time 3","candidate","Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom."
"2227","OBAMA","61.1","time 3","candidate","Ten years earlier|"
"2228","ROMNEY","62.1","time 3","candidate","And that was that was that was what allowed us to become the number one state in the nation."
"2229","OBAMA","63.1","time 3","candidate","But that was ten years before you took office."
"2230","ROMNEY","64.1","time 3","candidate","And then you cut education spending when you came into office."
"2231","ROMNEY","64.2","time 3","candidate","The first the first the first and we kept our schools number one in the nation."
"2232","ROMNEY","64.3","time 3","candidate","They're still number one today."
"2233","SCHIEFFER","65.1","time 3","moderator","All right."
"2234","ROMNEY","66.1","time 3","candidate","And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to to be able compete, but also if they graduated the quarter of their class, they got a four year tuition free ride at any Massachusetts public institution of higher learning."
"2235","OBAMA","67.1","time 3","candidate","That happened before you came into office."
"2236","SCHIEFFER","68.1","time 3","moderator","Governor|"
"2237","ROMNEY","69.1","time 3","candidate","That was actually mine, actually, Mister President."
"2238","ROMNEY","69.2","time 3","candidate","You got that fact wrong."
"2239","SCHIEFFER","70.1","time 3","moderator","Let me get I want to try to shift it, because we have heard some of this in the other debates."
"2240","SCHIEFFER","70.2","time 3","moderator","Governor, you say you want a bigger military."
"2241","SCHIEFFER","70.3","time 3","moderator","You want a bigger Navy."
"2242","SCHIEFFER","70.4","time 3","moderator","You don't want to cut defense spending."
"2243","SCHIEFFER","70.5","time 3","moderator","What I want to ask you we were talking about financial problems in this country."
"2244","SCHIEFFER","70.6","time 3","moderator","Where are you going to get the money?"
"2245","ROMNEY","71.1","time 3","candidate","Well, let's come back and talk about the military, but all the way all the way through."
"2246","ROMNEY","71.2","time 3","candidate","First of all, I'm going through from the very beginning we're going to cut about five percent of the discretionary budget, excluding military."
"2247","ROMNEY","71.3","time 3","candidate","That's number one."
"2248","SCHIEFFER","72.1","time 3","moderator","But can you do this without driving deeper|"
"2249","ROMNEY","73.1","time 3","candidate","The good news is."
"2250","ROMNEY","73.2","time 3","candidate","I'd be happy to have you take a look."
"2251","ROMNEY","73.3","time 3","candidate","Come on our website."
"2252","ROMNEY","73.4","time 3","candidate","You look at how we get to a balanced budget within eight to ten years."
"2253","ROMNEY","73.5","time 3","candidate","We do it by getting by reducing spending in a whole series of progra Miss By the way, number one I get rid of is Obamacare."
"2254","ROMNEY","73.6","time 3","candidate","There are a number of things that sound good, but frankly, we just can't afford them."
"2255","ROMNEY","73.7","time 3","candidate","And that one doesn't sound good and it's not affordable."
"2256","ROMNEY","73.8","time 3","candidate","So I'd get rid of that one from day one."
"2257","ROMNEY","73.9","time 3","candidate","To the extent humanly possible, we get that out."
"2258","ROMNEY","73.10","time 3","candidate","We take program after program that we don't absolutely have to have, and we get rid of them."
"2259","ROMNEY","73.11","time 3","candidate","Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently."
"2260","ROMNEY","73.12","time 3","candidate","As a governor, I thought please, give me this program."
"2261","ROMNEY","73.13","time 3","candidate","I can run this more efficiently than the federal government and states, by the way, are proving it."
"2262","ROMNEY","73.14","time 3","candidate","States like Arizona, Rhode Island have taken these these Medicaid dollars; have shown they can run these programs more cost effectively."
"2263","ROMNEY","73.15","time 3","candidate","I want to do those two things and get this get this to a balanced budget with eight eight to ten years."
"2264","ROMNEY","73.16","time 3","candidate","But the military let's get back to the military, though."
"2265","SCHIEFFER","74.1","time 3","moderator","That's what I'm trying|"
"2266","OBAMA","75.1","time 3","candidate","He should have answered the first question."
"2267","OBAMA","75.2","time 3","candidate","Look, Governor Romney's called for dollar five trillion of tax cuts that he says he's going to pay for by closing deductions."
"2268","OBAMA","75.3","time 3","candidate","Now, the math doesn't work, but he continues to claim that he's going to do it."
"2269","OBAMA","75.4","time 3","candidate","He then wants to spend another dollar two trillion on military spending that our military is not asking for."
"2270","OBAMA","75.5","time 3","candidate","Now, keep in mind that our military spending has gone up every single year that I've been in office."
"2271","OBAMA","75.6","time 3","candidate","We spend more on our military than the next ten countries combined; China, Russia, France, the United Kingdom, you name it."
"2272","OBAMA","75.7","time 3","candidate","The next ten."
"2273","OBAMA","75.8","time 3","candidate","And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?"
"2274","OBAMA","75.9","time 3","candidate","And that's the budget that we've put forward."
"2275","OBAMA","75.10","time 3","candidate","But, what you can't do is spend dollar two trillion in additional military spending that the military is not asking for, dollar five trillion on tax cuts."
"2276","OBAMA","75.11","time 3","candidate","You say that you're going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are."
"2277","OBAMA","75.12","time 3","candidate","And then somehow you're also going to deal with the deficit that we've already got."
"2278","OBAMA","75.13","time 3","candidate","The math simply doesn't work."
"2279","OBAMA","75.14","time 3","candidate","But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities."
"2280","OBAMA","75.15","time 3","candidate","We need to be thinking about cyber security."
"2281","OBAMA","75.16","time 3","candidate","We need to be talking about space."
"2282","OBAMA","75.17","time 3","candidate","That's exactly what our budget does, but it's driven by strategy."
"2283","OBAMA","75.18","time 3","candidate","It's not driven by politics."
"2284","OBAMA","75.19","time 3","candidate","It's not driven by members of Congress, and what they would like to see."
"2285","OBAMA","75.20","time 3","candidate","It's driven by, what are we going to need to keep the American people safe?"
"2286","OBAMA","75.21","time 3","candidate","That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern."
"2287","OBAMA","75.22","time 3","candidate","Because we've got to make sure that our economy is strong at home so that we can project military power overseas."
"2288","ROMNEY","76.1","time 3","candidate","I'm pleased that I've balanced budgets."
"2289","ROMNEY","76.2","time 3","candidate","I was on the world of business for twenty five years."
"2290","ROMNEY","76.3","time 3","candidate","If you didn't balance your budget, you went out of business."
"2291","ROMNEY","76.4","time 3","candidate","I went into the Olympics that was out of balance, and we got it on balance, and made a success there."
"2292","ROMNEY","76.5","time 3","candidate","I had the chance to be governor of a state."
"2293","ROMNEY","76.6","time 3","candidate","Four years in a row, Democrats and Republicans came together to balance the budget."
"2294","ROMNEY","76.7","time 3","candidate","We cut taxes nineteen times and balanced our budget."
"2295","ROMNEY","76.8","time 3","candidate","The president hasn't balanced a budget yet."
"2296","ROMNEY","76.9","time 3","candidate","I expect to have the opportunity to do so myself."
"2297","SCHIEFFER","77.1","time 3","moderator","All right."
"2298","ROMNEY","78.1","time 3","candidate","I'm going to be able to balance the budget."
"2299","ROMNEY","78.2","time 3","candidate","Let's talk about military spending, and that's this."
"2300","SCHIEFFER","79.1","time 3","moderator","Thirty seconds."
"2301","ROMNEY","80.1","time 3","candidate","Our Navy is old excuse me, our Navy is smaller now than at any time since one thousand nine hundred seventeen."
"2302","ROMNEY","80.2","time 3","candidate","The Navy said they needed three hundred thirteen ships to carry out their mission."
"2303","ROMNEY","80.3","time 3","candidate","We're now at under two hundred eighty five."
"2304","ROMNEY","80.4","time 3","candidate","We're headed down to the low two hundreds if we go through a sequestration."
"2305","ROMNEY","80.5","time 3","candidate","That's unacceptable to me."
"2306","ROMNEY","80.6","time 3","candidate","I want to make sure that we have the ships that are required by our Navy."
"2307","ROMNEY","80.7","time 3","candidate","Our Air Force is older and smaller than at any time since it was founded in one thousand nine hundred forty seven."
"2308","ROMNEY","80.8","time 3","candidate","We've changed for the first time since FDR since FDR we had the we've always had the strategy of saying we could fight in two conflicts at once."
"2309","ROMNEY","80.9","time 3","candidate","Now we're changing to one conflict."
"2310","ROMNEY","80.10","time 3","candidate","Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people."
"2311","ROMNEY","80.11","time 3","candidate","And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts."
"2312","ROMNEY","80.12","time 3","candidate","That, in my view, is making is making our future less certain and less secure."
"2313","OBAMA","81.1","time 3","candidate","Bob, I just need to comment on this."
"2314","OBAMA","81.2","time 3","candidate","First of all, the sequester is not something that I've proposed."
"2315","OBAMA","81.3","time 3","candidate","It is something that Congress has proposed."
"2316","OBAMA","81.4","time 3","candidate","It will not happen."
"2317","OBAMA","81.5","time 3","candidate","The budget that we are talking about is not reducing our military spending."
"2318","OBAMA","81.6","time 3","candidate","It is maintaining it."
"2319","OBAMA","81.7","time 3","candidate","But I think Governor Romney maybe hasn't spent enough time looking at how our military works."
"2320","OBAMA","81.8","time 3","candidate","You mentioned the Navy, for example, and that we have fewer ships than we did in one thousand nine hundred sixteen."
"2321","OBAMA","81.9","time 3","candidate","Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed."
"2322","OBAMA","81.10","time 3","candidate","We have these things called aircraft carriers, where planes land on them."
"2323","OBAMA","81.11","time 3","candidate","We have these ships that go underwater, nuclear submarines."
"2324","OBAMA","81.12","time 3","candidate","And so the question is not a game of Battleship, where we're counting slips."
"2325","OBAMA","81.13","time 3","candidate","It's what are our capabilities."
"2326","OBAMA","81.14","time 3","candidate","And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home."
"2327","OBAMA","81.15","time 3","candidate","And that is not reflected in the kind of budget that you're putting forward because it just doesn't work."
"2328","SCHIEFFER","82.1","time 3","moderator","All right."
"2329","OBAMA","83.1","time 3","candidate","And, you know, we visited the website quite a bit and it still doesn't work."
"2330","SCHIEFFER","84.1","time 3","moderator","A lot to cover."
"2331","SCHIEFFER","84.2","time 3","moderator","I'd like I'd like to move to the next segment: red lines, Israel and Iran."
"2332","SCHIEFFER","84.3","time 3","moderator","Would either of you and you'll have two minutes and, President Obama, you have the first go at this one would either of you be willing to declare that an attack on Israel is an attack on the United States, which, of course, is the same promise that we give to our close allies like Japan."
"2333","SCHIEFFER","84.4","time 3","moderator","And if you made such a declaration, would not that deter Iran?"
"2334","SCHIEFFER","84.5","time 3","moderator","It's certainly deterred the Soviet Union for a long, long time when we made that we made we made that promise to our allies."
"2335","SCHIEFFER","84.6","time 3","moderator","Mister President?"
"2336","OBAMA","85.1","time 3","candidate","First of all, Israel is a true friend."
"2337","OBAMA","85.2","time 3","candidate","It is our greatest ally in the region."
"2338","OBAMA","85.3","time 3","candidate","And if Israel is attacked, America will stand with Israel."
"2339","OBAMA","85.4","time 3","candidate","I've made that clear throughout my presidency."
"2340","OBAMA","85.5","time 3","candidate","And|"
"2341","SCHIEFFER","86.1","time 3","moderator","So you're you're saying we've already made that declaration."
"2342","OBAMA","87.1","time 3","candidate","I will stand with Israel if they are attacked."
"2343","OBAMA","87.2","time 3","candidate","And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history."
"2344","OBAMA","87.3","time 3","candidate","In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week."
"2345","OBAMA","87.4","time 3","candidate","But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon."
"2346","OBAMA","87.5","time 3","candidate","I made that clear when I came into office."
"2347","OBAMA","87.6","time 3","candidate","We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy."
"2348","OBAMA","87.7","time 3","candidate","Their currency has dropped eighty percent."
"2349","OBAMA","87.8","time 3","candidate","Their oil production has plunged to the lowest level since they were fighting a war with Iraq twenty years ago."
"2350","OBAMA","87.9","time 3","candidate","So their economy is in a shambles."
"2351","OBAMA","87.10","time 3","candidate","And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel's national security."
"2352","OBAMA","87.11","time 3","candidate","We cannot afford to have a nuclear arms race in the most volatile region of the world."
"2353","OBAMA","87.12","time 3","candidate","Iran is a state sponsor of terrorism."
"2354","OBAMA","87.13","time 3","candidate","And for them to be able to provide nuclear technology to non state actors, that's unacceptable."
"2355","OBAMA","87.14","time 3","candidate","And they have said that they want to see Israel wiped off the map."
"2356","OBAMA","87.15","time 3","candidate","So the work that we've done with respect to sanctions now offers Iran a choice."
"2357","OBAMA","87.16","time 3","candidate","They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we're not going to take any options off the table."
"2358","OBAMA","87.17","time 3","candidate","The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action."
"2359","OBAMA","87.18","time 3","candidate","I think that would be a mistake, because when I've sent young men and women into harm's way, I always understand that that is the last resort, not the first resort."
"2360","SCHIEFFER","88.1","time 3","moderator","Two minutes."
"2361","ROMNEY","89.1","time 3","candidate","Well, first of all, I want to underscore the same point the president made which is that if I'm President of the United States, when I'm President of the United States, we will stand with Israel."
"2362","ROMNEY","89.2","time 3","candidate","And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily."
"2363","ROMNEY","89.3","time 3","candidate","That's number one."
"2364","ROMNEY","89.4","time 3","candidate","Number two, with regards to Iran and the threat of Iran, there's no question but that a nuclear Iran, a nuclear capable Iran is unacceptable to America."
"2365","ROMNEY","89.5","time 3","candidate","It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us."
"2366","ROMNEY","89.6","time 3","candidate","It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means."
"2367","ROMNEY","89.7","time 3","candidate","And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference."
"2368","ROMNEY","89.8","time 3","candidate","I laid out seven steps, crippling sanctions were number one."
"2369","ROMNEY","89.9","time 3","candidate","And they do work."
"2370","ROMNEY","89.10","time 3","candidate","You're seeing it right now in the economy."
"2371","ROMNEY","89.11","time 3","candidate","It's absolutely the right thing to do, to have crippling sanctions."
"2372","ROMNEY","89.12","time 3","candidate","I would have put them in place earlier."
"2373","ROMNEY","89.13","time 3","candidate","But it's good that we have them."
"2374","ROMNEY","89.14","time 3","candidate","Number two, something I would add today is I would tighten those sanctions."
"2375","ROMNEY","89.15","time 3","candidate","I would say that ships that carry Iranian oil, can't come into our ports."
"2376","ROMNEY","89.16","time 3","candidate","I imagine the E."
"2377","ROMNEY","89.17","time 3","candidate","U."
"2378","ROMNEY","89.18","time 3","candidate","would agree with us as well."
"2379","ROMNEY","89.19","time 3","candidate","Not only ships couldn't, but I'd say companies that are moving their oil can't, people who are trading in their oil can't."
"2380","ROMNEY","89.20","time 3","candidate","I would tighten those sanctions further."
"2381","ROMNEY","89.21","time 3","candidate","Secondly, I'd take on diplomatic isolation efforts."
"2382","ROMNEY","89.22","time 3","candidate","I'd make sure that Ahmadinejad is indicted under the Genocide Convention."
"2383","ROMNEY","89.23","time 3","candidate","His words amount to genocide incitation."
"2384","ROMNEY","89.24","time 3","candidate","I would indict him for it."
"2385","ROMNEY","89.25","time 3","candidate","I would also make sure that their diplomats are treated like the pariah they are around the world."
"2386","ROMNEY","89.26","time 3","candidate","The same way we treated the apartheid diplomats of South Africa."
"2387","ROMNEY","89.27","time 3","candidate","We need to increase pressure time, and time again on Iran because anything other than a a a solution to this, which says which stops this this nuclear folly of theirs, is unacceptable to America."
"2388","ROMNEY","89.28","time 3","candidate","And of course, a military action is the last resort."
"2389","ROMNEY","89.29","time 3","candidate","It is something one would only only consider if all of the other avenues had been had been tried to their full extent."
"2390","SCHIEFFER","90.1","time 3","moderator","Let me ask both of you, there as you know, there are reports that Iran and the United States a part of an international group, have agreed in principle to talks about Iran's nuclear program."
"2391","SCHIEFFER","90.2","time 3","moderator","What is the deal, if there are such talks?"
"2392","SCHIEFFER","90.3","time 3","moderator","What is the deal that you would accept, Mister President?"
"2393","OBAMA","91.1","time 3","candidate","Well, first of all those are reports in the newspaper."
"2394","OBAMA","91.2","time 3","candidate","They are not true."
"2395","OBAMA","91.3","time 3","candidate","But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U."
"2396","OBAMA","91.4","time 3","candidate","N."
"2397","OBAMA","91.5","time 3","candidate","resolutions that have been in place."
"2398","OBAMA","91.6","time 3","candidate","Because they have the opportunity to reenter the community of nations, and we would welcome that."
"2399","OBAMA","91.7","time 3","candidate","There there are people in Iran who have the same aspirations as people all around the world for a better life."
"2400","OBAMA","91.8","time 3","candidate","And we hope that their leadership takes the right decision, but the deal we'll accept is they end their nuclear program."
"2401","OBAMA","91.9","time 3","candidate","It's very straightforward."
"2402","OBAMA","91.10","time 3","candidate","And I'm glad that Governor Romney agrees with the steps that we're taking."
"2403","OBAMA","91.11","time 3","candidate","You know, there have been times, Governor, frankly, during the course of this campaign, where it sounded like you thought that you'd do the same things we did, but you'd say them louder and somehow that that would make a difference."
"2404","OBAMA","91.12","time 3","candidate","And it turns out that the work involved in setting up these crippling sanctions is painstaking."
"2405","OBAMA","91.13","time 3","candidate","It's meticulous."
"2406","OBAMA","91.14","time 3","candidate","We started from the day we got into office."
"2407","OBAMA","91.15","time 3","candidate","And the reason is was so important and this is a testament to how we've restored American credibility and strength around the world is we had to make sure that all the countries participated, even countries like Russia and China."
"2408","OBAMA","91.16","time 3","candidate","Because if it's just us that are imposing sanctions we've had sanctions in place a long time."
"2409","OBAMA","91.17","time 3","candidate","It's because we got everybody to agree that Iran is seeing so much pressure."
"2410","OBAMA","91.18","time 3","candidate","And we've got to maintain that pressure."
"2411","OBAMA","91.19","time 3","candidate","There is a deal to be had, and that is that they abide by the rules that have already been established."
"2412","OBAMA","91.20","time 3","candidate","They convince the international community they are not pursuing a nuclear program."
"2413","OBAMA","91.21","time 3","candidate","There are inspections that are very intrusive."
"2414","OBAMA","91.22","time 3","candidate","But over time, what they can do is regain credibility."
"2415","OBAMA","91.23","time 3","candidate","In the meantime, though, we're not going to let up the pressure until we have clear evidence that that takes place."
"2416","OBAMA","91.24","time 3","candidate","And one last thing just just to make this point."
"2417","OBAMA","91.25","time 3","candidate","The clock is ticking."
"2418","OBAMA","91.26","time 3","candidate","We're not going to allow Iran to perpetually engage in negotiations that lead nowhere."
"2419","OBAMA","91.27","time 3","candidate","And I've been very clear to them."
"2420","OBAMA","91.28","time 3","candidate","You know, because of the intelligence coordination that we do with a range of countries, including Israel, we have a sense of when they would get breakout capacity, which means that we would not be able to intervene in time to stop their nuclear program."
"2421","OBAMA","91.29","time 3","candidate","And that clock is ticking."
"2422","OBAMA","91.30","time 3","candidate","And we're going to make sure that if they do not meet the demands of the international community, then we are going to take all options necessary to make sure they don't have a nuclear weapon."
"2423","SCHIEFFER","92.1","time 3","moderator","Governor?"
"2424","ROMNEY","93.1","time 3","candidate","I think from the very beginning, one of the challenges we've had with Iran is that they have looked at this administration, and felt that the administration was not as strong as it needed to be."
"2425","ROMNEY","93.2","time 3","candidate","I think they saw weakness where they had expected to find American strength."
"2426","ROMNEY","93.3","time 3","candidate","And I say that because from the very beginning, the president in his campaign four years ago, said he would meet with all the world's worst actors in his first year, he'd sit down with Chavez and Kim Jong il, with Castro and President Ahmadinejad of Iran."
"2427","ROMNEY","93.4","time 3","candidate","And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States."
"2428","ROMNEY","93.5","time 3","candidate","And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America."
"2429","ROMNEY","93.6","time 3","candidate","I think they looked at that and saw weakness."
"2430","ROMNEY","93.7","time 3","candidate","Then when there were dissidents in the streets of Tehran, a Green Revolution, holding signs saying, is America with us, the president was silent."
"2431","ROMNEY","93.8","time 3","candidate","I think they noticed that as well."
"2432","ROMNEY","93.9","time 3","candidate","And I think that when the president said he was going to create daylight between ourselves and Israel, that they noticed that as well."
"2433","ROMNEY","93.10","time 3","candidate","All of these things suggested, I think, to the Iranian mullahs that, hey, you know, we can keep on pushing along here, we can keep talks going on, we're just going to keep on spinning centrifuges."
"2434","ROMNEY","93.11","time 3","candidate","Now there are some ten thousand centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world."
"2435","ROMNEY","93.12","time 3","candidate","That's unacceptable for us, and it's essential for a president to show strength from the very beginning, to make it very clear what is acceptable and not acceptable."
"2436","ROMNEY","93.13","time 3","candidate","And an Iranian nuclear program is not acceptable to us."
"2437","ROMNEY","93.14","time 3","candidate","They must not develop nuclear capability."
"2438","ROMNEY","93.15","time 3","candidate","And the way to make sure they understand that is by having, from the very beginning, the tightest sanctions possible."
"2439","ROMNEY","93.16","time 3","candidate","They need to be tightened."
"2440","ROMNEY","93.17","time 3","candidate","Our diplomatic isolation needs to be tougher."
"2441","ROMNEY","93.18","time 3","candidate","We need to indict Ahmadinejad."
"2442","ROMNEY","93.19","time 3","candidate","We need to put the pressure on them as hard as we possibly can, because if we do that, we won't have to take the military action."
"2443","OBAMA","94.1","time 3","candidate","Bob, let me just respond."
"2444","OBAMA","94.2","time 3","candidate","Nothing Governor Romney just said is true, starting with this notion of me apologizing."
"2445","OBAMA","94.3","time 3","candidate","This has been probably the biggest whopper that's been told during the course of this campaign."
"2446","OBAMA","94.4","time 3","candidate","And every fact checker and every reporter who's looked at it, Governor, has said this is not true."
"2447","OBAMA","94.5","time 3","candidate","And when it comes to tightening sanctions, look, as I said before, we've put in the toughest, most crippling sanctions ever."
"2448","OBAMA","94.6","time 3","candidate","And the fact is, while we were coordinating an international coalition to make sure these sanctions were effective, you were still invested in a Chinese state oil company that was doing business with the Iranian oil sector."
"2449","OBAMA","94.7","time 3","candidate","So I'll let the American people decide, judge, who's going to be more effective and more credible when it comes to imposing crippling sanctions."
"2450","OBAMA","94.8","time 3","candidate","And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for."
"2451","OBAMA","94.9","time 3","candidate","And and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world."
"2452","OBAMA","94.10","time 3","candidate","When I came into office, the world was divided."
"2453","OBAMA","94.11","time 3","candidate","Iran was resurgent."
"2454","OBAMA","94.12","time 3","candidate","Iran is at its weakest point, economically, strategically, militarily, then since then in many years."
"2455","OBAMA","94.13","time 3","candidate","And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon."
"2456","OBAMA","94.14","time 3","candidate","That's in America's national interest and that will be the case so long as I'm president."
"2457","ROMNEY","95.1","time 3","candidate","We're four years closer to a nuclear Iran."
"2458","ROMNEY","95.2","time 3","candidate","We're four years closer to a nuclear Iran."
"2459","ROMNEY","95.3","time 3","candidate","And and we should not have wasted these four years to the extent they they continue to be able to spin these centrifuges and get that much closer."
"2460","ROMNEY","95.4","time 3","candidate","That's number one."
