topic_str,post,label,seen?,new_id,ori_topic,pred_label
president obama legislation,And that was that was that was what allowed us to become the number one state in the nation.,2,0,2138,president obama legislation,1
spending bipartisan obamacare,And then you cut education spending when you came into office.,2,0,2139,spending bipartisan obamacare,0
education students school,The first the first the first and we kept our schools number one in the nation.,2,0,2140,education students school,1
vote voted republicans,They're still number one today.,2,0,2141,vote voted republicans,1
education students school,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to to be able compete, but also if they graduated the quarter of their class, they got a four year tuition free ride at any Massachusetts public institution of higher learning.",2,0,2142,education students school,1
obama president congressman,"That was actually mine, actually, Mister President.",2,0,2143,obama president congressman,1
sen pass agree,You got that fact wrong.,2,0,2144,sen pass agree,2
veterans congressman military,"Well, let's come back and talk about the military, but all the way all the way through.",2,0,2145,veterans congressman military,1
spending bipartisan obamacare,"First of all, I'm going through from the very beginning we're going to cut about five percent of the discretionary budget, excluding military.",2,0,2146,spending bipartisan obamacare,1
sen pass agree,That's number one.,2,0,2147,sen pass agree,1
sen pass agree,The good news is.,2,0,2148,sen pass agree,2
congrats congratulations honored,I'd be happy to have you take a look.,2,0,2149,congrats congratulations honored,1
news read listen,Come on our website.,2,0,2150,news read listen,0
spending bipartisan obamacare,You look at how we get to a balanced budget within eight to ten years.,2,0,2151,spending bipartisan obamacare,1
spending bipartisan obamacare,"We do it by getting by reducing spending in a whole series of progra Miss By the way, number one I get rid of is Obamacare.",2,0,2152,spending bipartisan obamacare,1
spending bipartisan obamacare,"There are a number of things that sound good, but frankly, we just can't afford them.",2,0,2153,spending bipartisan obamacare,0
workers obamacare jobs,And that one doesn't sound good and it's not affordable.,2,0,2154,workers obamacare jobs,2
news read listen,So I'd get rid of that one from day one.,2,0,2155,news read listen,0
syria war obama,"To the extent humanly possible, we get that out.",2,0,2156,syria war obama,0
spending bipartisan obamacare,"We take program after program that we don't absolutely have to have, and we get rid of them.",2,0,2157,spending bipartisan obamacare,0
obamacare healthcare seniors,"Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently.",2,0,2158,obamacare healthcare seniors,1
obama president congressman,"As a governor, I thought please, give me this program.",2,0,2159,obama president congressman,1
president obama legislation,"I can run this more efficiently than the federal government and states, by the way, are proving it.",2,0,2160,president obama legislation,1
obamacare healthcare seniors,"States like Arizona, Rhode Island have taken these these Medicaid dollars; have shown they can run these programs more cost effectively.",2,0,2161,obamacare healthcare seniors,1
spending bipartisan obamacare,I want to do those two things and get this get this to a balanced budget with eight eight to ten years.,2,0,2162,spending bipartisan obamacare,1
veterans congressman military,"But the military let's get back to the military, though.",2,0,2163,veterans congressman military,0
spending bipartisan obamacare,I'm pleased that I've balanced budgets.,2,0,2164,spending bipartisan obamacare,1
businesses business economic,I was on the world of business for twenty five years.,2,0,2165,businesses business economic,1
spending bipartisan obamacare,"If you didn't balance your budget, you went out of business.",2,0,2166,spending bipartisan obamacare,0
icymi congrats congratulations,"I went into the Olympics that was out of balance, and we got it on balance, and made a success there.",2,0,2167,icymi congrats congratulations,1
obama president congressman,I had the chance to be governor of a state.,2,0,2168,obama president congressman,1
spending bipartisan obamacare,"Four years in a row, Democrats and Republicans came together to balance the budget.",2,0,2169,spending bipartisan obamacare,1
spending bipartisan obamacare,We cut taxes nineteen times and balanced our budget.,2,0,2170,spending bipartisan obamacare,1
spending bipartisan obamacare,The president hasn't balanced a budget yet.,2,0,2171,spending bipartisan obamacare,0
congrats congratulations honored,I expect to have the opportunity to do so myself.,2,0,2172,congrats congratulations honored,1
spending bipartisan obamacare,I'm going to be able to balance the budget.,2,0,2173,spending bipartisan obamacare,1
spending bipartisan obamacare,"Let's talk about military spending, and that's this.",2,0,2174,spending bipartisan obamacare,1
veterans honored military,"Our Navy is old excuse me, our Navy is smaller now than at any time since one thousand nine hundred seventeen.",2,0,2175,veterans honored military,1
veterans honored military,The Navy said they needed three hundred thirteen ships to carry out their mission.,2,0,2176,veterans honored military,1
meeting discuss interview,We're now at under two hundred eighty five.,2,0,2177,meeting discuss interview,2
spending bipartisan obamacare,We're headed down to the low two hundreds if we go through a sequestration.,2,0,2178,spending bipartisan obamacare,0
sen pass agree,That's unacceptable to me.,2,0,2179,sen pass agree,0
syria war obama,I want to make sure that we have the ships that are required by our Navy.,2,0,2180,syria war obama,2
veterans honored military,Our Air Force is older and smaller than at any time since it was founded in one thousand nine hundred forty seven.,2,0,2181,veterans honored military,1
syria war obama,We've changed for the first time since FDR since FDR we had the we've always had the strategy of saying we could fight in two conflicts at once.,2,0,2182,syria war obama,1
syria war obama,Now we're changing to one conflict.,2,0,2183,syria war obama,1
president obama legislation,"Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people.",2,0,2184,president obama legislation,1
spending bipartisan obamacare,"And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts.",2,0,2185,spending bipartisan obamacare,0
obamacare congressional congress,"That, in my view, is making is making our future less certain and less secure.",2,0,2186,obamacare congressional congress,0
syria obama war,"Well, first of all, I want to underscore the same point the president made which is that if I'm President of the United States, when I'm President of the United States, we will stand with Israel.",2,0,2187,syria obama war,2
syria obama war,"And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily.",2,0,2188,syria obama war,0
sen pass agree,That's number one.,2,0,2189,sen pass agree,1
syria obama war,"Number two, with regards to Iran and the threat of Iran, there's no question but that a nuclear Iran, a nuclear capable Iran is unacceptable to America.",2,0,2190,syria obama war,0
syria obama war,"It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us.",2,0,2191,syria obama war,0
syria obama war,"It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means.",2,0,2192,syria obama war,1
syria obama war,"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference.",2,0,2193,syria obama war,2
syria obama war,"I laid out seven steps, crippling sanctions were number one.",2,0,2194,syria obama war,2
sen pass agree,And they do work.,2,0,2195,sen pass agree,2
jobs economy job,You're seeing it right now in the economy.,2,0,2196,jobs economy job,0
syria obama war,"It's absolutely the right thing to do, to have crippling sanctions.",2,0,2197,syria obama war,2
president obama legislation,I would have put them in place earlier.,2,0,2198,president obama legislation,2
icymi congrats congratulations,But it's good that we have them.,2,0,2199,icymi congrats congratulations,1
syria obama war,"Number two, something I would add today is I would tighten those sanctions.",2,0,2200,syria obama war,2
syria obama war,"I would say that ships that carry Iranian oil, can't come into our ports.",2,0,2201,syria obama war,0
sen pass agree,I imagine the E.,2,0,2202,sen pass agree,1
sen pass agree,U.,2,0,2203,sen pass agree,1
congrats congratulations honored,would agree with us as well.,2,0,2204,congrats congratulations honored,1
energy obama obamacare,"Not only ships couldn't, but I'd say companies that are moving their oil can't, people who are trading in their oil can't.",2,0,2205,energy obama obamacare,2
syria obama war,I would tighten those sanctions further.,2,0,2206,syria obama war,0
syria obama war,"Secondly, I'd take on diplomatic isolation efforts.",2,0,2207,syria obama war,1
syria obama war,I'd make sure that Ahmadinejad is indicted under the Genocide Convention.,2,0,2208,syria obama war,0
obama president congressman,His words amount to genocide incitation.,2,0,2209,obama president congressman,0
president obama legislation,I would indict him for it.,2,0,2210,president obama legislation,0
syria obama war,I would also make sure that their diplomats are treated like the pariah they are around the world.,2,0,2211,syria obama war,2
syria obama war,The same way we treated the apartheid diplomats of South Africa.,2,0,2212,syria obama war,2
syria obama war,"We need to increase pressure time, and time again on Iran because anything other than a a a solution to this, which says which stops this this nuclear folly of theirs, is unacceptable to America.",2,0,2213,syria obama war,0
syria war obama,"And of course, a military action is the last resort.",2,0,2214,syria war obama,0
president obama legislation,It is something one would only only consider if all of the other avenues had been had been tried to their full extent.,2,0,2215,president obama legislation,0
syria obama war,"I think from the very beginning, one of the challenges we've had with Iran is that they have looked at this administration, and felt that the administration was not as strong as it needed to be.",2,0,2216,syria obama war,0
syria war obama,I think they saw weakness where they had expected to find American strength.,2,0,2217,syria war obama,0
obama president congressman,"And I say that because from the very beginning, the president in his campaign four years ago, said he would meet with all the world's worst actors in his first year, he'd sit down with Chavez and Kim Jong il, with Castro and President Ahmadinejad of Iran.",2,0,2218,obama president congressman,0
congressional congratulations congrats,"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",2,0,2219,congressional congratulations congrats,1
obama obamacare administration,"And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America.",2,0,2220,obama obamacare administration,0
syria war obama,I think they looked at that and saw weakness.,2,0,2221,syria war obama,0
syria obama war,"Then when there were dissidents in the streets of Tehran, a Green Revolution, holding signs saying, is America with us, the president was silent.",2,0,2222,syria obama war,2
sen pass agree,I think they noticed that as well.,2,0,2223,sen pass agree,1
syria obama war,"And I think that when the president said he was going to create daylight between ourselves and Israel, that they noticed that as well.",2,0,2224,syria obama war,0
syria obama war,"All of these things suggested, I think, to the Iranian mullahs that, hey, you know, we can keep on pushing along here, we can keep talks going on, we're just going to keep on spinning centrifuges.",2,0,2225,syria obama war,1
syria obama war,"Now there are some ten thousand centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world.",2,0,2226,syria obama war,0
president obama legislation,"That's unacceptable for us, and it's essential for a president to show strength from the very beginning, to make it very clear what is acceptable and not acceptable.",2,0,2227,president obama legislation,0
syria obama war,And an Iranian nuclear program is not acceptable to us.,2,0,2228,syria obama war,0
syria obama war,They must not develop nuclear capability.,2,0,2229,syria obama war,0
syria obama war,"And the way to make sure they understand that is by having, from the very beginning, the tightest sanctions possible.",2,0,2230,syria obama war,2
sen pass agree,They need to be tightened.,2,0,2231,sen pass agree,2
syria obama war,Our diplomatic isolation needs to be tougher.,2,0,2232,syria obama war,0
syria obama war,We need to indict Ahmadinejad.,2,0,2233,syria obama war,0
syria war obama,"We need to put the pressure on them as hard as we possibly can, because if we do that, we won't have to take the military action.",2,0,2234,syria war obama,0
syria obama war,We're four years closer to a nuclear Iran.,2,0,2235,syria obama war,0
syria obama war,We're four years closer to a nuclear Iran.,2,0,2236,syria obama war,0
syria obama war,And and we should not have wasted these four years to the extent they they continue to be able to spin these centrifuges and get that much closer.,2,0,2237,syria obama war,0
sen pass agree,That's number one.,2,0,2238,sen pass agree,1
obama obamacare administration,"Number two, Mister President, the reason I call it an apology tour is because you went to the Middle East and you flew to Egypt and to Saudi Arabia and to Turkey and Iraq.",2,0,2239,obama obamacare administration,1
syria obama war,"And by the way, you skipped Israel, our closest friend in the region, but you went to the other nations.",2,0,2240,syria obama war,1
syria obama war,"And by the way, they noticed that you skipped Israel.",2,0,2241,syria obama war,0
syria obama war,"And then in those nations, and on Arabic TV, you said that America had been dismissive and derisive.",2,0,2242,syria obama war,0
president obama legislation,You said that on occasion America had dictated to other nations.,2,0,2243,president obama legislation,1
president obama legislation,"Mister President, America has not dictated to other nations.",2,0,2244,president obama legislation,1
syria war obama,We have freed other nations from dictators.,2,0,2245,syria war obama,2
president obama legislation,"Bob, let's not go into hypotheticals of that nature.",2,0,2246,president obama legislation,0
syria obama war,"Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way.",2,0,2247,syria obama war,2
president obama legislation,This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of |,2,0,2248,president obama legislation,1
congrats congratulations honored,But let me let me come back we can come back.,2,0,2249,congrats congratulations honored,1
obama president congressman,"Let's come back to what the president was speaking about, which is what's happening in the world and the president's statement that things are going so well.",2,0,2250,obama president congressman,1
syria obama war,"Look, I look at what's happening around the world, and i see Iran four years closer to a bomb.",2,0,2251,syria obama war,0
syria obama war,"I see the Middle East with a rising tide of violence, chaos, tumult.",2,0,2252,syria obama war,0
syria war obama,"I see jihadists continuing to spread, whether they're rising or just about the same level, hard to precisely measure, but it's clear they're there.",2,0,2253,syria war obama,0
sen pass agree,They're very strong.,2,0,2254,sen pass agree,2
syria war obama,"I see Syria with thirty thousand civilians dead, Assad still in power.",2,0,2255,syria war obama,2
spending bipartisan obamacare,"I see our trade deficit with China, larger than it's growing larger every year, as a matter of fact.",2,0,2256,spending bipartisan obamacare,0
syria obama war,"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn Lugar any more.",2,0,2257,syria obama war,0
syria obama war,They're back away from a nuclear proliferation treaty that we had with them.,2,0,2258,syria obama war,0
news read listen,"I look around the world, I don't see our influence growing around the world.",2,0,2259,news read listen,0
syria obama war,"I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the the the turmoil with Israel.",2,0,2260,syria obama war,0
syria obama war,"I mean, the president received a letter from thirty eight Democrat senators saying the tensions with Israel were a real problem.",2,0,2261,syria obama war,0
congress bipartisan congressional,"They asked him, please repair the tension Democrat senators please repair the tension|",2,0,2262,congress bipartisan congressional,0
senator senate congressman,the damage in his in his own party.,2,0,2263,senator senate congressman,0
sen pass agree,Bob|,2,0,2264,sen pass agree,1
president obama legislation,You can't but you can't have the president just lay out a whole series of items without giving me a chance to respond.,2,0,2265,president obama legislation,0
sen pass agree,"Well, that's probably true.",2,0,2266,sen pass agree,2
syria war obama,"Well, we're going to be finished by two thousand fourteen, and when I'm president, we'll make sure we bring our troops out by the end of two thousand fourteen.",2,0,2267,syria war obama,0
veterans congressman military,The commanders and the generals there are on track to do so.,2,0,2268,veterans congressman military,1
meeting meet met,We've seen progress over the past several years.,2,0,2269,meeting meet met,1
education students school,The surge has been successful and the training program is proceeding apace.,2,0,2270,education students school,1
syria war obama,"There are now a large number of Afghan Security Forces, three hundred fifty thousand that are ready to step in to provide security and we're going to be able to make that transition by the end of two thousand fourteen.",2,0,2271,syria war obama,2
syria war obama,So our troops will come home at that point.,2,0,2272,syria war obama,0
syria war obama,"I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan.",2,0,2273,syria war obama,2
syria war obama,And I say that because I know a lot of people that feel like we should just brush our hands and walk away.,2,0,2274,syria war obama,0
syria obama war,"And I don't mean you, Mister President, but some people in the in our nation feel that Pakistan is being nice to us, and that we should walk away fro mthem.",2,0,2275,syria obama war,0
syria obama war,"But Pakistan is important to the region, to the world and to us, because Pakistan has one hundred nuclear warheads and they're rushing to build a lot more.",2,0,2276,syria obama war,0
syria obama war,They'll have more than Great Britain sometime in the in the relatively near future.,2,0,2277,syria obama war,2
syria obama war,They also have the Haqqani Network and the Taliban existent within their country.,2,0,2278,syria obama war,0
syria obama war,"And so a Pakistan that falls apart, becomes a failed state, would be of extraordinary danger to Afghanistan and to us.",2,0,2279,syria obama war,0
syria obama war,And so we're going to have to remain helpful in encouraging Pakistan to move towards a more stable government and rebuild the relationship with us.,2,0,2280,syria obama war,2
syria obama war,And that means that our aid that we provide to Pakistan is going to have to be conditioned upon certain benchmarks being met.,2,0,2281,syria obama war,0
syria war obama,"So for me, I look at this as both a need to help move Pakistan in the right direction, and also to get Afghanistan to be ready, and they will be ready by the end of two thousand fourteen.",2,0,2282,syria war obama,1
syria obama war,"No, it's not time to divorce a nation on Earth that has one hundred nuclear weapons and is on the way to double that at some point, a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network.",2,0,2283,syria obama war,0
syria war obama,It's a nation that's not like like others and it does not have a civilian leadership that is calling the shots there.,2,0,2284,syria war obama,2
syria obama war,"You have the ISI, their intelligence organization, is probably the most powerful of the of three branches there.",2,0,2285,syria obama war,2
president obama legislation,Then you have the military and then you have the civilian government.,2,0,2286,president obama legislation,0
syria obama war,"This is a nation, which, if it falls apart, if it if it becomes a failed state, there are nuclear weapons there and you've got you've got terrorists there who could grab their their hands onto those nuclear weapons.",2,0,2287,syria obama war,0
vote voted republicans,This is this is an important part of the world for us.,2,0,2288,vote voted republicans,1
syria obama war,"Pakistan is is technically an ally, and they're not acting very much like an ally right now.",2,0,2289,syria obama war,0
jobs economy job,But we have some work to do.,2,0,2290,jobs economy job,1
obama obamacare administration,And I I don't blame the administration for the fact that the relationship with Pakistan is strained.,2,0,2291,obama obamacare administration,2
syria obama war,We we had to go into Pakistan.,2,0,2292,syria obama war,0
obama obamacare administration,We had to go in there to get Osama bin Laden.,2,0,2293,obama obamacare administration,2
sen pass agree,That was the right thing to do.,2,0,2294,sen pass agree,1
obama obamacare administration,"And and that upset them, but obviously there was a great deal of anger even before that.",2,0,2295,obama obamacare administration,0
syria war obama,But we're going to have to work with the with the people in Pakistan to try and help them move to a more responsible course than the one that they're on.,2,0,2296,syria war obama,2
congratulations congrats happy,And it's important for them.,2,0,2297,congratulations congrats happy,1
syria obama war,It's important for the nuclear weapons.,2,0,2298,syria obama war,0
syria war obama,It's important for the success of Afghanistan.,2,0,2299,syria war obama,1
syria obama war,"Because inside Pakistan, you have a a large group of Pashtun that are that are Taliban.",2,0,2300,syria obama war,2
syria war obama,They're going to come rushing back in to Afghanistan when we go.,2,0,2301,syria war obama,0
syria war obama,And that's one of the reasons the Afghan Security Forces have so much work to do to be able to fight against that.,2,0,2302,syria war obama,0
syria obama war,But it's important for us to recognize that we can't just walk away from Pakistan.,2,0,2303,syria obama war,1
obamacare legislation bipartisan,"But we do need to make sure that as we as we send support for them, that this is tied to them making progress on on matters that would lead them to becoming a civil society.",2,0,2304,obamacare legislation bipartisan,1
syria war obama,Well I believe we should use any and all means necessary to take out people who pose a threat to us and our friends around the world.,2,0,2305,syria war obama,0
obamacare congressional congress,"And it's widely reported that drones are being used in drone strikes, and I support that and entirely, and feel the president was right to up the usage of that technology, and believe that we should continue to use it, to continue to go after the people that represent a threat to this nation and to our friends.",2,0,2306,obamacare congressional congress,2
syria war obama,"But let me also note that as I said earlier, we're going to have to do more than just going after leaders and and killing bad guys, important as that is.",2,0,2307,syria war obama,1
syria war obama,We're also going to have to have a farm more effective and comprehensive strategy to help move the world away from terror and Islamic extremism.,2,0,2308,syria war obama,1
president obama legislation,We haven't done that yet.,2,0,2309,president obama legislation,0
meeting discuss interview,"We talk a lot about these things, but you look at the the record, you look at the record.",2,0,2310,meeting discuss interview,1
syria obama war,You look at the record of the last four years and say is Iran closer to a bomb?,2,0,2311,syria obama war,0
sen pass agree,Yes.,2,0,2312,sen pass agree,1
syria obama war,Is the Middle East in tumult?,2,0,2313,syria obama war,0
sen pass agree,Yes.,2,0,2314,sen pass agree,1
syria war obama,"Is is al Qaida on he run, on its heels?",2,0,2315,syria war obama,0
sen pass agree,No.,2,0,2316,sen pass agree,1
syria obama war,Is are Israel and the Palestinians closer to reaching a peace agreement?,2,0,2317,syria obama war,2
obama president congressman,"No, they haven't had talks in two years.",2,0,2318,obama president congressman,0
syria war obama,"We have not seen the progress we need to have, and I'm convinced that with strong leadership and an effort to build a strategy based upon helping these nations reject extremism, we can see the kind of peace and prosperity the world demands.",2,0,2319,syria war obama,1
businesses business economic,"Well, first of all, it's not government that makes business successful.",2,0,2320,businesses business economic,0
businesses business economic,It's not government investments that makes businesses grow and hire people.,2,0,2321,businesses business economic,0
syria obama war,"Let me also note that the greatest threat that the world faces, the greatest national security threat is a nuclear Iran.",2,0,2322,syria obama war,0
syria obama war,Let's talk about China.,2,0,2323,syria obama war,2
syria obama war,"China has an interest that's very much like ours in one respect, and that is they want a stable world.",2,0,2324,syria obama war,0
syria war obama,They don't want war.,2,0,2325,syria war obama,0
jobs economy job,They don't want to see protectionism.,2,0,2326,jobs economy job,0
jobs economy job,"They don't want to see the world break out into into various forms of chaos, because they have to they have to manufacture goods and put people to work and they have about twenty thousand twenty million, rather, people coming out of the farms every year coming into the cities, needing jobs.",2,0,2327,jobs economy job,0
jobs economy job,So they want the economy to work and the world to be free and open.,2,0,2328,jobs economy job,1
syria obama war,And so we can be a partner with China.,2,0,2329,syria obama war,1
syria war obama,"We don't have to be an adversary in any way, shape or form.",2,0,2330,syria war obama,2
syria war obama,"We can work with them, we can collaborate with them, if they're willing to be responsible.",2,0,2331,syria war obama,2
syria obama war,"Now, they look at us and say, Is it a good idea to be with America?",2,0,2332,syria obama war,0
syria war obama,How strong are we going to be?,2,0,2333,syria war obama,1
jobs economy job,How strong is our economy?,2,0,2334,jobs economy job,1
spending bipartisan obamacare,"They look at the fact that we owe 'em a trillion dollars and owe other people dollar sixteen trillion in total, including that.",2,0,2335,spending bipartisan obamacare,0
syria war obama,They look at our our decision to to cut back on our military capabilities.,2,0,2336,syria war obama,0
sen pass agree,A trillion dollars.,2,0,2337,sen pass agree,1
spending bipartisan obamacare,The secretary of defense called these trillion dollars of cuts to our military devastating.,2,0,2338,spending bipartisan obamacare,0
spending bipartisan obamacare,"It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating.",2,0,2339,spending bipartisan obamacare,0
obama president congressman,"It's not my term, it's the president's own Secretary of Defense, called them devastating.",2,0,2340,obama president congressman,0
syria obama war,"They look at America's commitments around the world and they see what's happening, and they say, well, OK.",2,0,2341,syria obama war,0
vote voted republicans,Is America going to be strong?,2,0,2342,vote voted republicans,1
president obama legislation,"And the answer is, yes, if I'm president, America will be very strong.",2,0,2343,president obama legislation,1
syria obama war,We'll also make sure that we have trade relations with China that work for us.,2,0,2344,syria obama war,1
jobs economy job,"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",2,0,2345,jobs economy job,0
workers obamacare jobs,It holds down the prices of their goods.,2,0,2346,workers obamacare jobs,2
jobs economy job,It means our goods aren't as competitive and we lose jobs.,2,0,2347,jobs economy job,0
sen pass agree,That's got to end.,2,0,2348,sen pass agree,1
jobs economy job,They're making some progress; they need to make more.,2,0,2349,jobs economy job,1
jobs economy job,"That's why on day one, i will label them a currency manipulator, which allows us to apply tariffs where they're taking jobs.",2,0,2350,jobs economy job,0
obamacare congressional congress,"They're stealing our intellectual property, our patents, our designs, our technology, hacking into our computers, counterfeiting our goods.",2,0,2351,obamacare congressional congress,0
syria war obama,They have to understand we want to trade with them.,2,0,2352,syria war obama,1
syria war obama,We want a world that's stable.,2,0,2353,syria war obama,0
businesses business economic,"We like free enterprise, but you got to play by the rules.",2,0,2354,businesses business economic,0
news read listen,"Well, they sell us about this much stuff every year, and we sell them about this much stuff every year.",2,0,2355,news read listen,1
syria war obama,So it's pretty clear who doesn't want a trade war.,2,0,2356,syria war obama,0
news read listen,"And there's one going on right now, which we don't know about it.",2,0,2357,news read listen,2
sen pass agree,It's a silent one.,2,0,2358,sen pass agree,2
icymi congrats congratulations,And they're winning.,2,0,2359,icymi congrats congratulations,1
jobs economy job,"We have enormous trade imbalance with China, and it's worse this year than last year, and it's worse last year than the year before.",2,0,2360,jobs economy job,0
jobs economy job,And so we have to understand that we can't just surrender and lose jobs year in and year out.,2,0,2361,jobs economy job,1
icymi congrats congratulations,"We have to say to our friend in China, look, you guys are playing aggressively.",2,0,2362,icymi congrats congratulations,1
sen pass agree,We understand it.,2,0,2363,sen pass agree,1
sen pass agree,But this can't keep on going.,2,0,2364,sen pass agree,0
obamacare congressional congress,"You can't keep on holding down the value of your currency, stealing our intellectual property, counterfeiting our products, selling them around the world, even to the United States.",2,0,2365,obamacare congressional congress,0
washington honored county,"I was with one company that makes valves and and process industries and they said, look, we were we were having some valves coming in that that were broken and we had to repair them under warranty and we looked them and and they had our serial number on them.",2,0,2366,washington honored county,2
obama obamacare administration,And then we noticed that there was more than one with that same serial number.,2,0,2367,obama obamacare administration,1
immigration reform bipartisan,They were counterfeit products being made overseas with the same serial number as a U.,2,0,2368,immigration reform bipartisan,2
sen pass agree,S.,2,0,2369,sen pass agree,1
businesses business economic,"company, the same packaging, these were being sold into our market and around the world as if they were made by the U.",2,0,2370,businesses business economic,0
sen pass agree,S.,2,0,2371,sen pass agree,1
sen pass agree,competitor.,2,0,2372,sen pass agree,1
sen pass agree,This can't go on.,2,0,2373,sen pass agree,0
syria obama war,I want a great relationship with China.,2,0,2374,syria obama war,2
syria obama war,"China can be our partner, but but that doesn't mean they can just roll all over us and steal our jobs on an unfair basis.",2,0,2375,syria obama war,2
jobs economy job,"I just want to take one of those points, again, attacking me as not talking about an agenda for for getting more trade and opening up more jobs in this country.",2,0,2376,jobs economy job,1
jobs economy job,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,2,0,2377,jobs economy job,1
obama obamacare administration,Nothing could be further from the truth.,2,0,2378,obama obamacare administration,0
sen pass agree,I'm a son of Detroit.,2,0,2379,sen pass agree,2
sen pass agree,I was born in Detroit.,2,0,2380,sen pass agree,1
businesses business economic,My dad was head of a car company.,2,0,2381,businesses business economic,1
sen pass agree,I like American cars.,2,0,2382,sen pass agree,1
president obama legislation,And I would do nothing to hurt the U.,2,0,2383,president obama legislation,0
sen pass agree,S.,2,0,2384,sen pass agree,1
sen pass agree,auto industry.,2,0,2385,sen pass agree,1
businesses business economic,My plan to get the industry on its feet when it was in real trouble was not to start writing checks.,2,0,2386,businesses business economic,1
president obama legislation,It was President Bush that wrote the first checks.,2,0,2387,president obama legislation,1
sen pass agree,I disagree with that.,2,0,2388,sen pass agree,1
businesses business economic,I said they need these companies need to go through a managed bankruptcy.,2,0,2389,businesses business economic,0
spending bipartisan obamacare,"And in that process, they can get government help and government guarantees, but they need to go through bankruptcy to get rid of excess cost and the debt burden that they'd they'd built up.",2,0,2390,spending bipartisan obamacare,0
sen pass agree,And fortunately|,2,0,2391,sen pass agree,2
news read listen,You can take a look at the op ed|,2,0,2392,news read listen,2
businesses business economic,"I said that we would provide guarantees, and and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",2,0,2393,businesses business economic,0
jobs economy job,Under no circumstances would I do anything other than to help this industry get on its feet.,2,0,2394,jobs economy job,0
businesses business economic,"And the idea that has been suggested that I would liquidate the industry, of course not.",2,0,2395,businesses business economic,0
sen pass agree,Of course not.,2,0,2396,sen pass agree,2
sen pass agree,That's the height of silliness|,2,0,2397,sen pass agree,2
spending bipartisan obamacare,I have never said I would liquidate|,2,0,2398,spending bipartisan obamacare,1
businesses business economic,I would liquidate the industry.,2,0,2399,businesses business economic,0
jobs economy job,and and that's why I have the kind of commitment to ensure that our industries in this country can compete and be successful.,2,0,2400,jobs economy job,1
syria obama war,"We in this country can can compete successfully with anyone in the world, and we're going to.",2,0,2401,syria obama war,2
energy obama obamacare,"We're going to have to have a president, however, that doesn't think that somehow the government investing in in car companies like Tesla and and Fisker, making electric battery cars.",2,0,2402,energy obama obamacare,2
president obama legislation,"This is not research, Mr President, these are the government investing in companies.",2,0,2403,president obama legislation,0
energy obama obamacare,Investing in Solyndra.,2,0,2404,energy obama obamacare,1
businesses business economic,"This is a company, this isn't basic research.",2,0,2405,businesses business economic,0
businesses business economic,I I want to invest in research.,2,0,2406,businesses business economic,1
sen pass agree,Research is great.,2,0,2407,sen pass agree,1
education students school,Providing funding to universities and think tanks is great.,2,0,2408,education students school,1
businesses business economic,But investing in companies?,2,0,2409,businesses business economic,0
sen pass agree,Absolutely not.,2,0,2410,sen pass agree,0
sen pass agree,That's the wrong way to go.,2,0,2411,sen pass agree,2
sen pass agree,I'm still speaking.,2,0,2412,sen pass agree,1
jobs economy job,So I want to make sure that we make we make America more competitive.,2,0,2413,jobs economy job,1
businesses business economic,"And that we do those things that make America the most attractive place in the world for entrepreneurs, innovators, businesses to grow.",2,0,2414,businesses business economic,1
businesses business economic,But you're investing in companies doesn't do that.,2,0,2415,businesses business economic,0
immigration reform bipartisan,In fact it makes it less likely for them to come here|,2,0,2416,immigration reform bipartisan,1
jobs economy job,because the private sector's not going to invest in a|,2,0,2417,jobs economy job,0
sen pass agree,company|,2,0,2418,sen pass agree,1
sen pass agree,if if you're|,2,0,2419,sen pass agree,1
